date,sentiment_label,rule_based_regime,hmm_regime,article_count,decision_article_count,agreement_rule_based,agreement_hmm
2025-10-14,unknown,Crisis,Risk-On,0,0,,
2025-10-15,unknown,Crisis,Risk-On,0,0,,
2025-10-16,unknown,Crisis,Risk-On,0,0,,
2025-10-17,unknown,Crisis,Risk-On,0,0,,
2025-10-20,unknown,Crisis,Risk-On,0,0,,
2025-10-21,unknown,Crisis,Risk-On,0,0,,
2025-10-22,unknown,Crisis,Risk-On,0,0,,
2025-10-23,unknown,Crisis,Risk-On,0,0,,
2025-10-24,unknown,Crisis,Risk-On,0,0,,
2025-10-27,unknown,Crisis,Risk-On,0,0,,
2025-10-28,unknown,Crisis,Risk-On,0,0,,
2025-10-29,unknown,Crisis,Risk-On,0,0,,
2025-10-30,unknown,Crisis,Risk-On,0,0,,
2025-10-31,unknown,Crisis,Risk-On,0,0,,
2025-11-03,unknown,Crisis,Risk-On,0,0,,
2025-11-04,unknown,Crisis,Risk-On,0,0,,
2025-11-05,unknown,Crisis,Risk-On,0,0,,
2025-11-06,unknown,Crisis,Risk-On,0,0,,
2025-11-07,unknown,Crisis,Risk-On,0,0,,
2025-11-10,unknown,Crisis,Risk-On,0,0,,
2025-11-11,unknown,Crisis,Risk-On,0,0,,
2025-11-12,unknown,Crisis,Risk-On,0,0,,
2025-11-13,unknown,Crisis,Risk-On,0,0,,
2025-11-14,unknown,Crisis,Risk-On,0,0,,
2025-11-17,unknown,Crisis,Risk-On,0,0,,
2025-11-18,unknown,Crisis,Risk-On,0,0,,
2025-11-19,unknown,Crisis,Risk-On,0,0,,
2025-11-20,unknown,Crisis,Risk-On,0,0,,
2025-11-21,unknown,Crisis,Risk-On,0,0,,
2025-11-24,unknown,Crisis,Risk-On,0,0,,
2025-11-25,unknown,Crisis,Risk-On,0,0,,
2025-11-26,unknown,Crisis,Risk-On,0,0,,
2025-11-27,unknown,Crisis,Risk-On,0,0,,
2025-11-28,unknown,Crisis,Risk-On,0,0,,
2025-12-01,unknown,Crisis,Risk-On,0,0,,
2025-12-02,unknown,Crisis,Risk-On,0,0,,
2025-12-03,unknown,Crisis,Risk-On,0,0,,
2025-12-04,unknown,Crisis,Risk-On,0,0,,
2025-12-05,unknown,Crisis,Risk-On,0,0,,
2025-12-08,unknown,Crisis,Risk-On,0,0,,
2025-12-09,unknown,Crisis,Risk-On,0,0,,
2025-12-10,unknown,Crisis,Risk-On,0,0,,
2025-12-11,unknown,Crisis,Risk-On,0,0,,
2025-12-12,unknown,Crisis,Risk-On,0,0,,
2025-12-15,unknown,Crisis,Risk-On,1,0,,
2025-12-16,risk_on,Crisis,Risk-On,0,1,False,True
2025-12-17,risk_on,Crisis,Risk-On,0,1,False,True
2025-12-18,risk_on,Crisis,Risk-On,0,1,False,True
2025-12-19,risk_on,Crisis,Risk-On,0,1,False,True
2025-12-22,risk_on,Crisis,Risk-On,0,1,False,True
2025-12-23,unknown,Crisis,Risk-On,0,0,,
2025-12-24,unknown,Crisis,Risk-On,0,0,,
2025-12-25,unknown,Crisis,Risk-On,0,0,,
2025-12-26,unknown,Crisis,Risk-On,0,0,,
2025-12-29,unknown,Crisis,Risk-On,0,0,,
2025-12-30,unknown,Crisis,Risk-On,0,0,,
2025-12-31,unknown,Crisis,Risk-On,0,0,,
2026-01-01,unknown,Crisis,Risk-On,0,0,,
2026-01-02,unknown,Crisis,Risk-On,0,0,,
2026-01-05,unknown,Crisis,Risk-On,0,0,,
2026-01-06,unknown,Crisis,Risk-On,0,0,,
2026-01-07,unknown,Crisis,Risk-On,0,0,,
2026-01-08,unknown,Crisis,Risk-On,0,0,,
2026-01-09,unknown,Crisis,Risk-On,0,0,,
2026-01-12,unknown,Crisis,Risk-On,0,0,,
2026-01-13,unknown,Crisis,Risk-On,0,0,,
2026-01-14,unknown,Crisis,Risk-On,0,0,,
2026-01-15,unknown,Crisis,Risk-On,0,0,,
2026-01-16,unknown,Crisis,Risk-On,0,0,,
2026-01-19,unknown,Crisis,Risk-On,0,0,,
2026-01-20,unknown,Crisis,Risk-On,0,0,,
2026-01-21,unknown,Crisis,Risk-On,0,0,,
2026-01-22,unknown,Crisis,Risk-On,0,0,,
2026-01-23,unknown,Crisis,Risk-On,0,0,,
2026-01-26,unknown,Crisis,Risk-On,0,0,,
2026-01-27,unknown,Crisis,Risk-On,0,0,,
2026-01-28,unknown,Crisis,Risk-On,0,0,,
2026-01-29,unknown,Crisis,Risk-On,0,0,,
2026-01-30,unknown,Crisis,Risk-On,0,0,,
2026-02-02,unknown,Crisis,Risk-On,0,0,,
2026-02-03,unknown,Crisis,Risk-On,0,0,,
2026-02-04,unknown,Crisis,Risk-On,0,0,,
2026-02-05,unknown,Crisis,Risk-On,0,0,,
2026-02-06,unknown,Crisis,Risk-On,0,0,,
2026-02-09,unknown,Crisis,Risk-On,1,0,,
2026-02-10,risk_on,Crisis,Risk-On,0,1,False,True
2026-02-11,risk_on,Crisis,Risk-On,0,1,False,True
2026-02-12,risk_on,Crisis,Risk-On,0,1,False,True
2026-02-13,risk_on,Crisis,Risk-On,0,1,False,True
2026-02-16,risk_on,Crisis,Risk-On,0,1,False,True
2026-02-17,unknown,Crisis,Risk-On,0,0,,
2026-02-18,unknown,Crisis,Risk-On,0,0,,
2026-02-19,unknown,Crisis,Risk-On,0,0,,
2026-02-20,unknown,Crisis,Risk-On,0,0,,
2026-02-23,unknown,Crisis,Risk-On,0,0,,
2026-02-24,unknown,Crisis,Risk-On,0,0,,
2026-02-25,unknown,Crisis,Risk-On,0,0,,
2026-02-26,unknown,Crisis,Risk-On,0,0,,
2026-02-27,unknown,Crisis,Risk-On,0,0,,
2026-03-02,unknown,Crisis,Risk-On,0,0,,
2026-03-03,unknown,Crisis,Risk-On,0,0,,
2026-03-04,unknown,Crisis,Risk-On,0,0,,
2026-03-05,unknown,Crisis,Risk-On,0,0,,
2026-03-06,unknown,Crisis,Risk-On,0,0,,
2026-03-09,unknown,Crisis,Risk-On,0,0,,
2026-03-10,unknown,Crisis,Risk-On,0,0,,
2026-03-11,unknown,Crisis,Risk-On,0,0,,
2026-03-12,unknown,Crisis,Risk-On,0,0,,
2026-03-13,unknown,Crisis,Risk-On,0,0,,
2026-03-16,unknown,Crisis,Risk-On,0,0,,
2026-03-17,unknown,Crisis,Risk-On,0,0,,
2026-03-18,unknown,Crisis,Risk-On,0,0,,
2026-03-19,unknown,Crisis,Risk-On,0,0,,
2026-03-20,unknown,Crisis,Risk-On,0,0,,
2026-03-23,unknown,Crisis,Risk-On,0,0,,
2026-03-24,unknown,Crisis,Risk-On,0,0,,
2026-03-25,unknown,Crisis,Risk-On,0,0,,
2026-03-26,unknown,Crisis,Risk-On,0,0,,
2026-03-27,unknown,Crisis,Risk-On,0,0,,
2026-03-30,unknown,Crisis,Risk-On,0,0,,
2026-03-31,unknown,Crisis,Risk-On,0,0,,
2026-04-01,unknown,Crisis,Risk-On,0,0,,
2026-04-02,unknown,Crisis,Risk-On,0,0,,
2026-04-03,unknown,Crisis,Risk-On,0,0,,
2026-04-06,unknown,Crisis,Risk-On,0,0,,
2026-04-07,unknown,Crisis,Risk-On,0,0,,
2026-04-08,unknown,Crisis,Risk-On,0,0,,
2026-04-09,unknown,Crisis,Risk-On,0,0,,
2026-04-10,unknown,Crisis,Risk-On,0,0,,
2026-04-13,unknown,Crisis,Risk-On,1,0,,
2026-04-14,risk_off,Crisis,Risk-On,0,1,True,False
2026-04-15,risk_off,Crisis,Risk-On,0,1,True,False
2026-04-16,risk_off,Crisis,Risk-On,0,1,True,False
2026-04-17,risk_off,Crisis,Risk-On,0,1,True,False
2026-04-20,risk_off,Crisis,Risk-On,0,1,True,False
2026-04-21,unknown,Crisis,Risk-On,0,0,,
2026-04-22,unknown,Crisis,Risk-On,0,0,,
2026-04-23,unknown,Crisis,Risk-On,0,0,,
2026-04-24,unknown,Crisis,Risk-On,0,0,,
2026-04-27,unknown,Crisis,Risk-On,0,0,,
2026-04-28,unknown,Crisis,Risk-On,0,0,,
2026-04-29,unknown,Crisis,Risk-On,0,0,,
2026-04-30,unknown,Crisis,Risk-On,0,0,,
2026-05-01,unknown,Crisis,Risk-On,0,0,,
2026-05-04,unknown,Crisis,Risk-On,0,0,,
2026-05-05,unknown,Crisis,Risk-Off,0,0,,
2026-05-06,unknown,Crisis,Risk-Off,0,0,,
2026-05-07,unknown,Crisis,Risk-Off,0,0,,
2026-05-08,unknown,Crisis,Risk-Off,0,0,,
2026-05-11,unknown,Crisis,Risk-Off,0,0,,
2026-05-12,unknown,Crisis,Risk-Off,0,0,,
2026-05-13,unknown,Crisis,Risk-Off,0,0,,
2026-05-14,unknown,Crisis,Risk-Off,0,0,,
2026-05-15,unknown,Crisis,Risk-Off,0,0,,
2026-05-18,unknown,Crisis,Risk-Off,0,0,,
2026-05-19,unknown,Crisis,Risk-Off,0,0,,
2026-05-20,unknown,Crisis,Risk-Off,0,0,,
2026-05-21,unknown,Crisis,Risk-Off,0,0,,
2026-05-22,unknown,Crisis,Risk-Off,0,0,,
2026-05-25,unknown,Crisis,Risk-Off,1,0,,
2026-05-26,risk_on,Crisis,Risk-Off,0,1,False,False
2026-05-27,risk_on,Crisis,Risk-Off,0,1,False,False
2026-05-28,risk_on,Crisis,Risk-Off,0,1,False,False
2026-05-29,risk_on,Crisis,Risk-Off,0,1,False,False
2026-06-01,risk_on,Crisis,Risk-Off,0,1,False,False
2026-06-02,unknown,Crisis,Risk-Off,0,0,,
2026-06-03,unknown,Crisis,Risk-Off,0,0,,
2026-06-04,unknown,Crisis,Risk-Off,0,0,,
2026-06-05,unknown,Crisis,Risk-Off,0,0,,
2026-06-08,unknown,Crisis,Risk-Off,0,0,,
2026-06-09,unknown,Crisis,Risk-Off,0,0,,
2026-06-10,unknown,Crisis,Risk-Off,0,0,,
2026-06-11,unknown,Crisis,Risk-Off,0,0,,
2026-06-12,unknown,Crisis,Risk-Off,0,0,,
2026-06-15,unknown,Crisis,Risk-Off,0,0,,
2026-06-16,unknown,Crisis,Risk-Off,0,0,,
2026-06-17,unknown,Crisis,Risk-Off,1,0,,
2026-06-18,risk_on,Crisis,Risk-Off,0,1,False,False
2026-06-19,risk_on,Crisis,Risk-Off,0,1,False,False
